textbox22
generated on 04/01/2017 14:05:59 UTC

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Belgium,European Region of WHO,South West Europe,2003,45,2003-11-03,2003-11-09,,36,,,13,,,13,,,,,13,,Local Outbreak
Belgium,European Region of WHO,South West Europe,2003,46,2003-11-10,2003-11-16,,62,,,33,,,33,,,,,33,,Regional Outbreak
Belgium,European Region of WHO,South West Europe,2003,47,2003-11-17,2003-11-23,,152,,,57,,1,58,,,,,58,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2003,48,2003-11-24,2003-11-30,,223,1,,85,,0,86,,,,,86,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2003,49,2003-12-01,2003-12-07,,199,,,68,,10,78,,,,,78,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2003,50,2003-12-08,2003-12-14,,123,,,48,,4,52,,,,,52,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2003,51,2003-12-15,2003-12-21,,70,,,29,,1,30,,,,,30,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2003,52,2003-12-22,2003-12-28,,29,,,9,,2,11,,,,,11,,Regional Outbreak
Belgium,European Region of WHO,South West Europe,2004,1,2003-12-29,2004-01-04,,22,,,4,,4,8,,,,,8,,Local Outbreak
Belgium,European Region of WHO,South West Europe,2004,2,2004-01-05,2004-01-11,,21,,,1,,1,2,,,,,2,,Sporadic
Belgium,European Region of WHO,South West Europe,2004,3,2004-01-12,2004-01-18,,9,,,,,2,2,,,,,2,,Sporadic
Belgium,European Region of WHO,South West Europe,2004,4,2004-01-19,2004-01-25,,12,,,,,2,2,,,,,2,,Sporadic
Belgium,European Region of WHO,South West Europe,2004,5,2004-01-26,2004-02-01,,10,,,,,1,1,,,,,1,,Sporadic
Belgium,European Region of WHO,South West Europe,2004,6,2004-02-02,2004-02-08,,7,,,,,1,1,,,,,1,,Sporadic
Belgium,European Region of WHO,South West Europe,2004,7,2004-02-09,2004-02-15,,2,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2004,8,2004-02-16,2004-02-22,,2,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2004,9,2004-02-23,2004-02-29,,0,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2004,10,2004-03-01,2004-03-07,,4,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2004,11,2004-03-08,2004-03-14,,3,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2004,12,2004-03-15,2004-03-21,,2,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2004,40,2004-09-27,2004-10-03,,1,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2004,41,2004-10-04,2004-10-10,,2,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2004,42,2004-10-11,2004-10-17,,12,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2004,43,2004-10-18,2004-10-24,,3,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2004,44,2004-10-25,2004-10-31,,5,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2004,45,2004-11-01,2004-11-07,,3,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2004,46,2004-11-08,2004-11-14,,2,0,,0,,1,1,,,,0,1,,Sporadic
Belgium,European Region of WHO,South West Europe,2004,47,2004-11-15,2004-11-21,,6,,,1,,1,2,,,,,2,,Sporadic
Belgium,European Region of WHO,South West Europe,2004,48,2004-11-22,2004-11-28,,,,,1,,,1,,,,,1,,Sporadic
Belgium,European Region of WHO,South West Europe,2004,49,2004-11-29,2004-12-05,,,,,5,,4,9,,,,,9,,Sporadic
Belgium,European Region of WHO,South West Europe,2004,50,2004-12-06,2004-12-12,,,,,8,,5,13,,,,,13,,Sporadic
Belgium,European Region of WHO,South West Europe,2004,51,2004-12-13,2004-12-19,,,,,21,,15,36,,,,,36,,Sporadic
Belgium,European Region of WHO,South West Europe,2004,52,2004-12-20,2004-12-26,,,,,8,,40,48,,,,,48,,Sporadic
Belgium,European Region of WHO,South West Europe,2004,53,2004-12-27,2005-01-02,,,1,,12,,63,76,,,,,76,,Local Outbreak
Belgium,European Region of WHO,South West Europe,2005,1,2005-01-03,2005-01-09,,,2,,10,,44,56,,,,,56,,Local Outbreak
Belgium,European Region of WHO,South West Europe,2005,2,2005-01-10,2005-01-16,,,0,,11,,26,37,,,1,1,38,,Local Outbreak
Belgium,European Region of WHO,South West Europe,2005,3,2005-01-17,2005-01-23,,,1,,23,,19,43,,,1,1,44,,Regional Outbreak
Belgium,European Region of WHO,South West Europe,2005,4,2005-01-24,2005-01-30,,,1,,37,,22,60,,,,,60,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2005,5,2005-01-31,2005-02-06,,,2,,34,,42,78,,,1,1,79,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2005,6,2005-02-07,2005-02-13,,,11,,46,,29,86,,,4,4,90,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2005,7,2005-02-14,2005-02-20,,,5,,40,,21,66,,,11,11,77,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2005,8,2005-02-21,2005-02-27,,,8,,42,,36,86,,,10,10,96,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2005,9,2005-02-28,2005-03-06,,,12,,43,,33,88,,,10,10,98,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2005,10,2005-03-07,2005-03-13,,,7,,28,,29,64,,,13,13,77,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2005,11,2005-03-14,2005-03-20,,,11,,20,,27,58,,,16,16,74,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2005,12,2005-03-21,2005-03-27,,,1,,3,,2,6,,,4,4,10,,Regional Outbreak
Belgium,European Region of WHO,South West Europe,2007,35,2007-08-27,2007-09-02,,0,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2007,36,2007-09-03,2007-09-09,,0,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2007,37,2007-09-10,2007-09-16,,0,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2007,38,2007-09-17,2007-09-23,,1,0,,1,,0,1,,,,0,1,,Sporadic
Belgium,European Region of WHO,South West Europe,2007,39,2007-09-24,2007-09-30,,,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2007,40,2007-10-01,2007-10-07,,,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2007,41,2007-10-08,2007-10-14,,0,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2007,42,2007-10-15,2007-10-21,,,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2007,43,2007-10-22,2007-10-28,,,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2007,44,2007-10-29,2007-11-04,,,0,,0,,0,0,,,1,1,1,,Sporadic
Belgium,European Region of WHO,South West Europe,2007,45,2007-11-05,2007-11-11,,,0,,0,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2007,46,2007-11-12,2007-11-18,,,1,,0,,0,1,,,,0,1,,Sporadic
Belgium,European Region of WHO,South West Europe,2007,47,2007-11-19,2007-11-25,,,1,,0,,0,1,,,,0,1,,Sporadic
Belgium,European Region of WHO,South West Europe,2007,48,2007-11-26,2007-12-02,,,1,,0,,0,1,,,1,1,2,,Sporadic
Belgium,European Region of WHO,South West Europe,2007,49,2007-12-03,2007-12-09,,,4,,2,,0,6,,,,0,6,,Sporadic
Belgium,European Region of WHO,South West Europe,2007,50,2007-12-10,2007-12-16,,,4,,0,,0,4,,,,0,4,,Sporadic
Belgium,European Region of WHO,South West Europe,2007,51,2007-12-17,2007-12-23,,,7,,0,,5,12,,,,0,12,,Sporadic
Belgium,European Region of WHO,South West Europe,2007,52,2007-12-24,2007-12-30,,,7,,0,,8,15,,,8,8,23,,Sporadic
Belgium,European Region of WHO,South West Europe,2008,1,2007-12-31,2008-01-06,,,14,,0,,18,32,,,2,2,34,,Sporadic
Belgium,European Region of WHO,South West Europe,2008,2,2008-01-07,2008-01-13,,,24,,0,,19,43,,,10,10,53,,Regional Outbreak
Belgium,European Region of WHO,South West Europe,2008,3,2008-01-14,2008-01-20,,,34,,0,,21,55,,,9,9,64,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2008,4,2008-01-21,2008-01-27,,,,,,,0,0,,,0,0,0,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2008,5,2008-01-28,2008-02-03,,,39,,0,,37,76,,,15,15,91,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2008,6,2008-02-04,2008-02-10,,,35,,0,,30,65,,,18,18,83,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2008,7,2008-02-11,2008-02-17,,,27,,0,,44,71,,,27,27,98,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2008,8,2008-02-18,2008-02-24,,,36,,0,,26,62,,,35,35,97,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2008,9,2008-02-25,2008-03-02,,,27,,,,22,49,,,35,35,84,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2008,10,2008-03-03,2008-03-09,,,17,,0,,14,31,,,26,26,57,,Widespread Outbreak
Belgium,European Region of WHO,South West Europe,2008,11,2008-03-10,2008-03-16,,,6,,,,7,13,,,24,24,37,,Regional Outbreak
Belgium,European Region of WHO,South West Europe,2008,12,2008-03-17,2008-03-23,,,3,,,,3,6,,,30,30,36,,Local Outbreak
Belgium,European Region of WHO,South West Europe,2008,13,2008-03-24,2008-03-30,,35,,,1,,5,6,,,20,20,26,,Local Outbreak
Belgium,European Region of WHO,South West Europe,2008,14,2008-03-31,2008-04-06,,23,,,,,1,1,,,14,14,15,,Sporadic
Belgium,European Region of WHO,South West Europe,2008,15,2008-04-07,2008-04-13,,13,1,,,,,1,,,3,3,4,,Sporadic
Belgium,European Region of WHO,South West Europe,2008,16,2008-04-14,2008-04-20,,,,,,,1,1,,,3,3,4,,Sporadic
Belgium,European Region of WHO,South West Europe,2008,17,2008-04-21,2008-04-27,,,,,,,0,0,,,3,3,3,,No Activity
Belgium,European Region of WHO,South West Europe,2008,18,2008-04-28,2008-05-04,,,,,,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,19,2008-05-05,2008-05-11,,,,,,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,20,2008-05-12,2008-05-18,,,,,,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,21,2008-05-19,2008-05-25,,,,,,,0,0,,,,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,22,2008-05-26,2008-06-01,,2,0,,0,,0,0,0,0,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,23,2008-06-02,2008-06-08,,0,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,24,2008-06-09,2008-06-15,,0,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,25,2008-06-16,2008-06-22,,0,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,26,2008-06-23,2008-06-29,,0,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,27,2008-06-30,2008-07-06,,1,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,28,2008-07-07,2008-07-13,,0,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,29,2008-07-14,2008-07-20,,0,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,30,2008-07-21,2008-07-27,,,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,31,2008-07-28,2008-08-03,,0,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,32,2008-08-04,2008-08-10,,0,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,33,2008-08-11,2008-08-17,,0,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,34,2008-08-18,2008-08-24,,0,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,35,2008-08-25,2008-08-31,,1,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,36,2008-09-01,2008-09-07,,1,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,37,2008-09-08,2008-09-14,,0,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,40,2008-09-29,2008-10-05,,6,0,,0,,0,0,0,0,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,41,2008-10-06,2008-10-12,,14,0,,0,,0,0,0,0,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,42,2008-10-13,2008-10-19,,8,0,,0,,0,0,0,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,43,2008-10-20,2008-10-26,,19,0,,0,,0,0,0,0,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,44,2008-10-27,2008-11-02,,11,0,,0,,0,0,,,1,1,1,,Sporadic
Belgium,European Region of WHO,South West Europe,2008,45,2008-11-03,2008-11-09,,14,0,,0,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,46,2008-11-10,2008-11-16,,5,0,,0,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2008,47,2008-11-17,2008-11-23,,47,,,,,0,0,,,1,1,1,,Sporadic
Belgium,European Region of WHO,South West Europe,2008,48,2008-11-24,2008-11-30,,16,,,2,,,2,,,0,0,2,,Sporadic
Belgium,European Region of WHO,South West Europe,2008,49,2008-12-01,2008-12-07,,17,,,1,,0,1,,,2,2,3,,Sporadic
Belgium,European Region of WHO,South West Europe,2008,50,2008-12-08,2008-12-14,,31,,,3,,,3,,,,0,3,,Sporadic
Belgium,European Region of WHO,South West Europe,2008,51,2008-12-15,2008-12-21,,29,,,5,,6,11,,,,0,11,,Sporadic
Belgium,European Region of WHO,South West Europe,2008,52,2008-12-22,2008-12-28,,16,1,,1,,12,14,,,,0,14,,Sporadic
Belgium,European Region of WHO,South West Europe,2009,1,2008-12-29,2009-01-04,39,39,1,,26,,0,27,,,,,27,,Local Outbreak
Belgium,European Region of WHO,South West Europe,2009,2,2009-01-05,2009-01-11,63,63,2,,32,,4,38,,,,,38,,Regional Outbreak
Belgium,European Region of WHO,South West Europe,2009,3,2009-01-12,2009-01-18,139,139,3,,79,,14,96,,,,,96,,Regional Outbreak
Belgium,European Region of WHO,South West Europe,2009,4,2009-01-19,2009-01-25,134,134,6,,70,,11,87,,,1,1,88,,No Report
Belgium,European Region of WHO,South West Europe,2009,5,2009-01-26,2009-02-01,108,108,5,,58,,,63,,,1,1,64,,No Report
Belgium,European Region of WHO,South West Europe,2009,6,2009-02-02,2009-02-08,84,84,3,,35,,15,53,,,0,0,53,,No Report
Belgium,European Region of WHO,South West Europe,2009,7,2009-02-09,2009-02-15,67,67,1,,39,,3,43,,,4,4,47,,Sporadic
Belgium,European Region of WHO,South West Europe,2009,8,2009-02-16,2009-02-22,41,41,5,,7,,0,12,,,6,6,18,,Sporadic
Belgium,European Region of WHO,South West Europe,2009,9,2009-02-23,2009-03-01,25,25,,,1,,9,10,,,4,4,14,,Sporadic
Belgium,European Region of WHO,South West Europe,2009,10,2009-03-02,2009-03-08,12,12,,,,,1,1,,,2,2,3,,Sporadic
Belgium,European Region of WHO,South West Europe,2009,11,2009-03-09,2009-03-15,14,14,,,2,,0,2,,,3,3,5,,Sporadic
Belgium,European Region of WHO,South West Europe,2009,12,2009-03-16,2009-03-22,7,7,,,1,,0,1,,,1,1,2,,Sporadic
Belgium,European Region of WHO,South West Europe,2009,13,2009-03-23,2009-03-29,8,8,,,,,0,0,,,3,3,3,,No Activity
Belgium,European Region of WHO,South West Europe,2009,14,2009-03-30,2009-04-05,3,3,,,,,0,0,,,1,1,1,,No Activity
Belgium,European Region of WHO,South West Europe,2009,15,2009-04-06,2009-04-12,5,5,,,,,0,0,,,1,1,1,,No Activity
Belgium,European Region of WHO,South West Europe,2009,16,2009-04-13,2009-04-19,0,0,,,,,0,0,,,0,0,0,,No Activity
Belgium,European Region of WHO,South West Europe,2009,17,2009-04-20,2009-04-26,1,1,,,,,0,0,,,1,1,1,,No Activity
Belgium,European Region of WHO,South West Europe,2009,18,2009-04-27,2009-05-03,13,13,,,,,0,0,,,1,1,1,,No Report
Belgium,European Region of WHO,South West Europe,2009,19,2009-05-04,2009-05-10,17,17,,,,,0,0,,,0,0,0,,No Report
Belgium,European Region of WHO,South West Europe,2009,20,2009-05-11,2009-05-17,15,15,,,,,0,0,,,0,0,0,,No Report
Belgium,European Region of WHO,South West Europe,2009,21,2009-05-18,2009-05-24,14,14,,,,,0,0,,,2,2,2,,No Report
Belgium,European Region of WHO,South West Europe,2009,22,2009-05-25,2009-05-31,9,9,,,,,0,0,,,0,0,0,,No Report
